字id,繁體字,相關詞語,普通話拼音,粵拼,學習階段
2991,管,管制,guɑ̌nzhì,gun2 zai3,第二學習階段
2991,管,管弦樂,guɑ̌nxiɑ́nyuè,gun2 jin4 ngok6,第二學習階段
2991,管,管治,guɑ̌nzhì,gun2 zi6,第二學習階段
2991,管,管教,guɑ̌njiɑ̀o,gun2 gaau3,第二學習階段
2991,管,管理,guɑ̌nlǐ,gun2 lei5,第一學習階段
2991,管,管道,guɑ̌ndɑ̀o,gun2 dou6,第二學習階段
2991,管,不管,bùguɑ̌n,bat1 gun2,第二學習階段
2991,管,水管,shuǐguɑ̌n,seoi2 gun2,第一學習階段
2991,管,主管,zhǔguɑ̌n,zyu2 gun2,第二學習階段
2991,管,血管,xuèguɑ̌n,hyut3 gun2,第二學習階段
2991,管,保管,bɑ̌oguɑ̌n,bou2 gun2,第二學習階段
2991,管,看管,kɑ̄nguɑ̌n,hon1 gun2,第一學習階段
2991,管,飲管,yǐnguɑ̌n,jam2 gun2,第一學習階段
2991,管,試管,shìguɑ̌n,si3 gun2,第二學習階段
2991,管,儘管,jǐnguɑ̌n,zeon2 gun2,第二學習階段
2995,筵,筵席,yɑ́nxí,jin4 zik6,第二學習階段
2997,算,算了,suɑ̀nle,syun3 liu5,第一學習階段
2997,算,算式,suɑ̀nshì,syun3 sik1,第一學習階段
2997,算,算術,suɑ̀nshù,syun3 seot6,第一學習階段
2997,算,算盤,suɑ̀npɑ́n,syun3 pun4,第二學習階段
2997,算,打算,dɑ̌•suɑ̀n,daa2 syun3,第一學習階段
2997,算,估算,gūsuɑ̀n,gu2 syun3,第二學習階段
2997,算,計算,jìsuɑ̀n,gai3 syun3,第一學習階段
2997,算,推算,tuīsuɑ̀n,teoi1 syun3,第二學習階段
2997,算,就算,jiùsuɑ̀n,zau6 syun3,第一學習階段
2997,算,運算,yùnsuɑ̀n,wan6 syun3,第一學習階段
2997,算,預算,yùsuɑ̀n,jyu6 syun3,第二學習階段
2997,算,演算,yɑ̌nsuɑ̀n,jin2 syun3,第二學習階段
2997,算,總算,zǒngsuɑ̀n,zung2 syun3,第二學習階段
2997,算,點算,diɑ̌nsuɑ̀n,dim2 syun3,第二學習階段
2997,算,驗算,yɑ̀nsuɑ̀n,jim6 syun3,第二學習階段
2998,箏,古箏,gǔzhēng,gu2 zang1,第一學習階段
2998,箏,風箏,fēngzheng,fung1 zang1,第一學習階段
2999,箭,箭頭,jiɑ̀ntóu,zin3 tau4,第一學習階段
2999,箭,火箭,huǒjiɑ̀n,fo2 zin3,第一學習階段
3000,篇,篇幅,piɑ̄n•fú,pin1 fuk1,第二學習階段
3000,篇,短篇,duɑ̌npiɑ̄n,dyun2 pin1,第二學習階段
3001,箱,箱子,xiɑ̄ngzi,soeng1 zi2,第一學習階段
3001,箱,冰箱,bīngxiɑ̄ng,bing1 soeng1,第一學習階段
3001,箱,雪櫃,xuěguì,syut3 gwai6,第一學習階段
3001,箱,信箱,xìnxiɑ̄ng,seon3 soeng1,第一學習階段
3001,箱,貨櫃,huòguì,fo3 gwai6,第一學習階段
3001,箱,集裝箱,jízhuɑ̄ngxiɑ̄ng,zaap6 zong1 soeng1,第一學習階段
3002,範,範圍,fɑ̀nwéi,faan6 wai4,第一學習階段
3002,範,示範,shìfɑ̀n,si6 faan6,第一學習階段
3002,範,防範,fɑ́ngfɑ̀n,fong4 faan6,第二學習階段
3002,範,師範,shīfɑ̀n,si1 faan6,第二學習階段
3002,範,規範,guīfɑ̀n,kwai1 faan6,第二學習階段
3002,範,模範,mófɑ̀n,mou4 faan6,第二學習階段
3007,築,建築,jiɑ̀nzhù,gin3 zuk1,第一學習階段
3007,築,修築,xiūzhù,sau1 zuk1,第二學習階段
3010,篩,篩選,shɑ̄ixuɑ̌n,sai1 syun2,第二學習階段
3017,簡,簡介,jiɑ̌njiè,gaan2 gaai3,第二學習階段
3017,簡,簡化,jiɑ̌nhuɑ̀,gaan2 faa3,第二學習階段
3017,簡,簡易,jiɑ̌nyì,gaan2 ji6,第一學習階段
3017,簡,簡直,jiɑ̌nzhí,gaan2 zik6,第二學習階段
3017,簡,簡便,jiɑ̌nbiɑ̀n,gaan2 bin6,第二學習階段
3017,簡,簡陋,jiɑ̌nlòu,gaan2 lau6,第一學習階段
3017,簡,簡單,jiɑ̌ndɑ̄n,gaan2 daan1,第一學習階段
3017,簡,簡短,jiɑ̌nduɑ̌n,gaan2 dyun2,第二學習階段
3017,簡,簡稱,jiɑ̌nchēng,gaan2 cing1,第二學習階段
3017,簡,簡潔,jiɑ̌njié,gaan2 git3,第一學習階段
3020,簾,眼簾,yɑ̌nliɑ́n,ngaan5 lim4,第二學習階段
3020,簾,窗簾,chuɑ̄ngliɑ́n,coeng1 lim4,第二學習階段
3021,簿,相簿,xiɑ̀ngbù,soeng3 bou6 [soeng3 bou2],第一學習階段
3022,簸,顛簸,diɑ̄nbǒ,din1 bo3,第二學習階段
3023,簽,簽名,qiɑ̄nmíng,cim1 ming4 [cim1 meng2],第一學習階段
3023,簽,簽訂,qiɑ̄ndìng,cim1 ding3,第二學習階段
3023,簽,簽署,qiɑ̄nshǔ,cim1 cyu5,第二學習階段
3023,簽,簽證,qiɑ̄nzhèng,cim1 zing3,第二學習階段
3023,簽,竹簽,zhúqiɑ̄n,zuk1 cim1,第一學習階段
3023,簽,抽簽,chōuqiɑ̄n,cau1 cim1,第一學習階段
3023,簽,書簽,shūqiɑ̄n,syu1 cim1,第一學習階段
3023,簽,標簽,biɑ̄oqiɑ̄n,biu1 cim1,第二學習階段
3024,簷,屋簷,wūyɑ́n,uk1 jim4 / uk1 sim4,第二學習階段
3026,籃,籃子,lɑ́nzi,laam4 zi2,第一學習階段
3026,籃,籃球,lɑ́nqiú,laam4 kau4,第一學習階段
3026,籃,搖籃,yɑ́olɑ́n,jiu4 laam4,第二學習階段
3027,籌,籌備,chóubèi,cau4 bei6,第二學習階段
3027,籌,籌款,chóukuɑ̌n,cau4 fun2,第二學習階段
3027,籌,籌募,chóumù,cau4 mou6,第二學習階段
3027,籌,籌辦,chóubɑ̀n,cau4 baan6,第二學習階段
3027,籌,統籌,tǒngchóu,tung2 cau4,第二學習階段
3028,籍,外籍,wɑ̀ijí,ngoi6 zik6,第二學習階段
3028,籍,書籍,shūjí,syu1 zik6,第一學習階段
3028,籍,國籍,guójí,gwok3 zik6,第一學習階段
3030,籠,籠子,lóngzi,lung4 zi2,第二學習階段
3030,籠,籠罩,lǒngzhɑ̀o,lung4 zaau3,第二學習階段
3030,籠,燈籠,dēnglong,dang1 lung4,第一學習階段
3032,籬,籬笆,líbɑ,lei4 baa1,第一學習階段
3034,籲,呼籲,hūyù,fu1 jyu6,第二學習階段
3035,米,米線,mǐxiɑ̀n,mai5 sin3,第一學習階段
3035,米,平方米,píngfɑ̄ngmǐ,ping4 fong1 mai5,第二學習階段
3035,米,玉米,yùmǐ,juk6 mai5,第一學習階段
3035,米,粟米,sùmǐ,suk1 mai5,第一學習階段
3035,米,毫米,hɑ́omǐ,hou4 mai5,第一學習階段
3035,米,稻米,dɑ̀omǐ,dou6 mai5,第一學習階段
3035,米,釐米,límǐ,lei4 mai5,第一學習階段
3035,米,厘米,límǐ,lei4 mai5,第一學習階段
3035,米,糯米,nuòmǐ,no6 mai5,第一學習階段
3036,粉,粉末,fěnmò,fan2 mut6,第二學習階段
3036,粉,粉紅,fěnhóng,fan2 hung4,第一學習階段
3036,粉,粉筆,fěnbǐ,fan2 bat1,第一學習階段
3036,粉,粉碎,fěnsuì,fan2 seoi3,第二學習階段
3036,粉,奶粉,nɑ̌ifěn,naai5 fan2,第一學習階段
3036,粉,花粉,huɑ̄fěn,faa1 fan2,第一學習階段
3036,粉,澱粉,diɑ̀nfěn,din6 fan2,第二學習階段
3036,粉,麪粉,miɑ̀nfěn,min6 fan2,第一學習階段
3037,粒,顆粒,kēlì,fo2 nap1,第二學習階段
3038,粗,粗心,cūxīn,cou1 sam1,第一學習階段
3038,粗,粗暴,cūbɑ̀o,cou1 bou6,第二學習階段
3038,粗,粗糙,cūcɑ̄o,cou1 cou3,第二學習階段
3040,粟,玉米,yùmǐ,juk6 mai5,第一學習階段
3040,粟,粟米,sùmǐ,suk1 mai5,第一學習階段
3044,粵,粵曲,yuèqǔ,jyut6 kuk1,第二學習階段
3045,粹,純粹,chúncuì,seon4 seoi6,第二學習階段
3046,粽,粽子,zòngzi,zung3 zi2 / zung2 zi2,第一學習階段
3047,精,精力,jīnglì,zing1 lik6,第一學習階段
3047,精,精心,jīngxīn,zing1 sam1,第二學習階段
3047,精,精巧,jīngqiɑ̌o,zing1 haau2,第一學習階段
3047,精,精明,jīngmíng,zing1 ming4,第二學習階段
3047,精,精采,jīngcɑ̌i,zing1 coi2,第一學習階段
3047,精,精彩,jīngcɑ̌i,zing1 coi2,第一學習階段
3047,精,精品,jīngpǐn,zing1 ban2,第二學習階段
3047,精,精美,jīngměi,zing1 mei5,第一學習階段
3047,精,精英,jīngyīng,zing1 jing1,第二學習階段
3047,精,精益求精,jīng yì qiú jīng,zing1 jik1 kau4 zing1,第二學習階段
3047,精,精神,①jīngshen ②jīngshén,①zing1 san4 ②zing1 san4,第一學習階段
3047,精,精神病,jīngshénbìng,zing1 san4 beng6,第一學習階段
3047,精,精密,jīngmì,zing1 mat6,第二學習階段
3047,精,精細,jīngxì,zing1 sai3,第二學習階段
3047,精,精通,jīngtōng,zing1 tung1,第二學習階段
3047,精,精華,jīnghuɑ́,zing1 waa4,第二學習階段
3047,精,精確,jīngquè,zing1 kok3,第二學習階段
3047,精,精緻,jīngzhì,zing1 zi3,第一學習階段
3047,精,精髓,jīngsuǐ,zing1 seoi5,第二學習階段
3047,精,精靈,jīng•líng,zing1 ling4,第二學習階段
3047,精,酒精,jiǔjīng,zau2 zing1,第二學習階段
3048,糊,糊塗,hútu,wu4 tou4,第一學習階段
3048,糊,含糊,hɑ́nhu,ham4 wu4,第二學習階段
3048,糊,迷糊,míhu,mai4 wu4,第一學習階段
3048,糊,模糊,móhu,mou4 wu4,第二學習階段
3048,糊,漿糊,jiɑ̄nghú,zoeng1 wu4,第一學習階段
3049,糕,糕點,gɑ̄odiɑ̌n,gou1 dim2,第一學習階段
3049,糕,冰淇淋,bīngqílín,bing1 kei4 lam4,第一學習階段
3049,糕,冰激凌,bīngjilíng,bing1 gik1 ling4,第一學習階段
3049,糕,雪糕,xuěgɑ̄o,syut3 gou1,第一學習階段
3049,糕,蛋糕,dɑ̀ngɑ̄o,daan6 gou1,第一學習階段
3049,糕,糟糕,zɑ̄ogɑ̄o,zou1 gou1,第二學習階段
3050,糖,糖尿病,tɑ́ngniɑ̀obìng,tong4 niu6 beng6,第二學習階段
3050,糖,糖果,tɑ́ngguǒ,tong4 gwo2,第一學習階段
3050,糖,砂糖,shɑ̄tɑ́ng,saa1 tong4,第一學習階段
3050,糖,龍鬚糖,lóngxūtɑ́ng,lung4 sou1 tong4 [lung4 sou1 tong2],第一學習階段
3053,糟,糟糕,zɑ̄ogɑ̄o,zou1 gou1,第二學習階段
3054,糞,糞便,fènbiɑ̀n,fan3 bin6,第一學習階段
3056,糙,粗糙,cūcɑ̄o,cou1 cou3,第二學習階段
3057,糧,糧食,liɑ́ngshi,loeng4 sik6,第一學習階段
3057,糧,食糧,shíliɑ́ng,sik6 loeng4,第一學習階段
3058,糯,糯米,nuòmǐ,no6 mai5,第一學習階段
3059,系,系列,xìliè,hai6 lit6,第二學習階段
3059,系,系統,xìtǒng,hai6 tung2,第二學習階段
3059,系,一系列,yíxìliè,jat1 hai6 lit6,第二學習階段
3059,系,體系,tǐxì,tai2 hai6,第二學習階段
3060,糾,糾正,jiūzhèng,gau2 zing3,第二學習階段
3060,糾,糾紛,jiūfēn,gau2 fan1,第二學習階段
3060,糾,糾纏,jiūchɑ́n,gau2 cin4,第二學習階段
3062,紅,紅色,hóngsè,hung4 sik1,第一學習階段
3062,紅,紅豆,hóngdòu,hung4 dau6,第一學習階段
3062,紅,紅封包,hóngfēngbɑ̄o,hung4 fung1 baau1,第一學習階段
3062,紅,利是,lìshì,lei6 si6,第一學習階段
3062,紅,利市,lìshì,lei6 si5,第一學習階段
3062,紅,紅腫,hóngzhǒng,hung4 zung2,第一學習階段
3062,紅,紅旗,hóngqí,hung4 kei4,第一學習階段
3062,紅,紅綠燈,hónglǜdēng,hung4 luk6 dang1,第一學習階段
3062,紅,紅燈,hóngdēng,hung4 dang1,第一學習階段
3062,紅,紅蟲,hóngchóng,hung4 cung4 [hung4 cung2],第一學習階段
3062,紅,花紅,huɑ̄hóng,faa1 hung4,第二學習階段
3062,紅,粉紅,fěnhóng,fan2 hung4,第一學習階段
3062,紅,番茄,fɑ̄nqié,faan1 ke2,第一學習階段
3062,紅,西紅柿,xīhóngshì,sai1 hung4 ci2,第一學習階段
3063,紀,紀念,jìniɑ̀n,gei2 nim6,第一學習階段
3063,紀,紀念品,jìniɑ̀npǐn,gei2 nim6 ban2,第二學習階段
3063,紀,紀念碑,jìniɑ̀nbēi,gei2 nim6 bei1,第二學習階段
3063,紀,紀律,jìlǜ,gei2 leot6,第一學習階段
3063,紀,紀錄,jìlù,gei2 luk6,第一學習階段
3063,紀,世紀,shìjì,sai3 gei2,第二學習階段
3063,紀,年紀,niɑ́njì,nin4 gei2,第一學習階段
3063,紀,經紀,jīngjì,ging1 gei2,第二學習階段
3066,約,因數,yīnshù,jan1 sou3,第二學習階段
3066,約,約數,yuēshù,joek3 sou3,第二學習階段
3066,約,約束,yuēshù,joek3 cuk1,第二學習階段
3066,約,約定,yuēdìng,joek3 ding6,第二學習階段
3066,約,約會,yuēhuì,joek3 wui6,第二學習階段
3066,約,大約,dɑ̀yuē,daai6 joek3,第一學習階段
3066,約,不約而同,bù yuē ér tóng,bat1 joek3 ji4 tung4,第一學習階段
3066,約,公約,gōngyuē,gung1 joek3,第二學習階段
3066,約,合約,héyuē,hap6 joek3,第二學習階段
3066,約,契約,qìyuē,kai3 joek3,第二學習階段
3066,約,條約,tiɑ́oyuē,tiu4 joek3,第二學習階段
3066,約,節約,jiéyuē,zit3 joek3,第一學習階段
3066,約,預約,yùyuē,jyu6 joek3,第二學習階段
3066,約,隱約,yǐnyuē,jan2 joek3,第二學習階段
3067,紡,紡織,fɑ̌ngzhī,fong2 zik1,第一學習階段
3068,紊,紊亂,wěnluɑ̀n,man6 lyun6,第二學習階段
3069,紋,紋理,wénlǐ,man4 lei5,第二學習階段
3069,紋,波紋,bōwén,bo1 man4,第一學習階段
3069,紋,花紋,huɑ̄wén,faa1 man4,第一學習階段
3069,紋,指紋,zhǐwén,zi2 man4,第二學習階段
3069,紋,斑紋,bɑ̄nwén,baan1 man4,第一學習階段
3069,紋,皺紋,zhòuwén,zau3 man4,第一學習階段
3070,素,素質,sùzhì,sou3 zat1,第二學習階段
3070,素,元素,yuɑ́nsù,jyun4 sou3,第二學習階段
3070,素,因素,yīnsù,jan1 sou3,第二學習階段
3070,素,胡蘿蔔素,húluóbosù,wu4 lo4 baak6 sou3,第二學習階段
3070,素,要素,yɑ̀osù,jiu3 sou3,第二學習階段
3070,素,荷爾蒙,hé'ěrméng,ho6 ji5 mung4,第二學習階段
3070,素,激素,jīsù,gik1 sou3,第二學習階段
3070,素,維生素,wéishēngsù,wai4 sang1 sou3,第二學習階段
3070,素,維他命,wéitɑ̄mìng,wai4 taa1 ming6,第二學習階段
3070,素,質素,zhìsù,zat1 sou3,第二學習階段
3070,素,樸素,pǔsù,pok3 sou3,第二學習階段
3071,索,索取,suǒqǔ,saak3 ceoi2,第二學習階段
3071,索,索性,suǒxìng,sok3 sing3,第二學習階段
3071,索,思索,sīsuǒ,si1 sok3,第二學習階段
3071,索,勒索,lèsuǒ,lak6 sok3,第一學習階段
3071,索,探索,tɑ̀nsuǒ,taam3 saak3,第二學習階段
3071,索,搜索,sōusuǒ,sau1 saak3 / sau2 saak3,第二學習階段
3071,索,摸索,mōsuǒ,mo2 saak3,第二學習階段
3071,索,線索,xiɑ̀nsuǒ,sin3 sok3,第二學習階段
3071,索,繩索,shéngsuǒ,sing4 sok3,第二學習階段
3072,純,純真,chúnzhēn,seon4 zan1,第二學習階段
3072,純,純粹,chúncuì,seon4 seoi6,第二學習階段
3072,純,純熟,chúnshú,seon4 suk6,第二學習階段
3072,純,單純,dɑ̄nchún,daan1 seon4,第二學習階段
3073,紐,樞紐,shūniǔ,syu1 nau2,第二學習階段
3075,紜,紛紜,fēnyún,fan1 wan4,第二學習階段
3076,紗,婚紗,hūnshɑ̄,fan1 saa1,第一學習階段
3077,納,納入,nɑ̀rù,naap6 jap6,第二學習階段
3077,納,容納,róngnɑ̀,jung4 naap6,第二學習階段
3077,納,接納,jiēnɑ̀,zip3 naap6,第二學習階段
3077,納,歸納,guīnɑ̀,gwai1 naap6,第二學習階段
3078,級,級別,jíbié,kap1 bit6,第一學習階段
3078,級,上級,shɑ̀ngjí,soeng6 kap1,第二學習階段
3078,級,年級,niɑ́njí,nin4 kap1,第一學習階段
3078,級,晉級,jìnjí,zeon3 kap1,第二學習階段
3078,級,班級,bɑ̄njí,baan1 kap1,第一學習階段
3078,級,等級,děngjí,dang2 kap1,第一學習階段
3078,級,超級,chɑ̄ojí,ciu1 kap1,第二學習階段
3078,級,超級市場,chɑ̄ojí shìchɑ̌ng,ciu1 kap1 si5 coeng4,第一學習階段
3078,級,階級,jiējí,gaai1 kap1,第二學習階段
3079,紙,紙皮,zhǐpí,zi2 pei4,第一學習階段
3079,紙,紙屑,zhǐxiè,zi2 sit3,第二學習階段
3079,紙,紙張,zhǐzhɑ̄ng,zi2 zoeng1,第一學習階段
3079,紙,紙條,zhǐtiɑ́o,zi2 tiu4,第一學習階段
3079,紙,紙幣,zhǐbì,zi2 bai6,第一學習階段
3079,紙,報紙,bɑ̀ozhǐ,bou3 zi2,第一學習階段
3079,紙,貼紙,tiēzhǐ,tip3 zi2,第一學習階段
3080,紛,紛呈,fēnchéng,fan1 cing4,第二學習階段
3080,紛,紛爭,fēnzhēng,fan1 zang1,第二學習階段
3080,紛,紛飛,fēnfēi,fan1 fei1,第一學習階段
3080,紛,紛紜,fēnyún,fan1 wan4,第二學習階段
3080,紛,紛紛,fēnfēn,fan1 fan1,第一學習階段
3080,紛,五彩繽紛,wǔcɑ̌i bīnfēn,ng5 coi2 ban1 fan1,第二學習階段
3080,紛,糾紛,jiūfēn,gau2 fan1,第二學習階段
3080,紛,繽紛,bīnfēn,ban1 fan1,第二學習階段
3084,紹,介紹,jièshɑ̀o,gaai3 siu6,第一學習階段
3087,細,細小,xìxiɑ̌o,sai3 siu2,第一學習階段
3087,細,細心,xìxīn,sai3 sam1,第一學習階段
3087,細,細胞,xìbɑ̄o,sai3 baau1,第二學習階段
3087,細,細菌,xìjūn,sai3 kwan2,第二學習階段
3087,細,細微,xìwēi,sai3 mei4,第二學習階段
3087,細,細節,xìjié,sai3 zit3,第二學習階段
3087,細,細緻,xìzhì,sai3 zi3,第二學習階段
3087,細,細膩,xìnì,sai3 nei6,第二學習階段
3087,細,仔細,zǐxì,zi2 sai3,第一學習階段
3087,細,詳細,xiɑ́ngxì,coeng4 sai3,第一學習階段
3087,細,精細,jīngxì,zing1 sai3,第二學習階段
3088,紳,紳士,shēnshì,san1 si6 [san1 si2],第二學習階段
3089,組,組合,zǔhé,zou2 hap6,第二學習階段
3089,組,組別,zǔbié,zou2 bit6,第二學習階段
3089,組,組織,zǔzhī,zou2 zik1,第一學習階段
3089,組,小組,xiɑ̌ozǔ,siu2 zou2,第一學習階段
3089,組,分組,fēnzǔ,fan1 zou2,第一學習階段
3090,累,累積,lěijī,leoi5 zik1,第二學習階段
3090,累,勞累,lɑ́olèi,lou4 leoi6,第一學習階段
3090,累,積累,jīlěi,zik1 leoi5,第一學習階段
3091,終,終日,zhōngrì,zung1 jat6,第二學習階段
3091,終,終止,zhōngzhǐ,zung1 zi2,第二學習階段
3091,終,終生,zhōngshēng,zung1 sang1,第二學習階段
3091,終,終年,zhōngniɑ́n,zung1 nin4,第一學習階段
3091,終,終身,zhōngshēn,zung1 san1,第二學習階段
3091,終,終於,zhōngyú,zung1 jyu1,第一學習階段
3091,終,終場,zhōngchɑ̌ng,zung1 coeng4,第二學習階段
3091,終,終點,zhōngdiɑ̌n,zung1 dim2,第一學習階段
3091,終,始終,shǐzhōng,ci2 zung1,第一學習階段
3091,終,貫徹始終,guɑ̀nchè shǐzhōng,gun3 cit3 ci2 zung1,第二學習階段
3091,終,最終,zuìzhōng,zeoi3 zung1,第二學習階段
3092,統,統一,tǒngyī,tung2 jat1,第二學習階段
3092,統,統治,tǒngzhì,tung2 zi6,第二學習階段
3092,統,統計,tǒngjì,tung2 gai3,第二學習階段
3092,統,統統,tǒngtǒng,tung2 tung2,第一學習階段
3092,統,統籌,tǒngchóu,tung2 cau4,第二學習階段
3092,統,系統,xìtǒng,hai6 tung2,第二學習階段
3092,統,傳統,chuɑ́ntǒng,cyun4 tung2,第二學習階段
3094,結,結他,jiétɑ̄,git3 taa1,第一學習階段
3094,結,吉他,jítɑ̄,gat1 taa1,第一學習階段
3094,結,結合,jiéhé,git3 hap6,第二學習階段
3094,結,結伴,jiébɑ̀n,git3 bun6,第二學習階段
3094,結,結局,jiéjú,git3 guk6,第一學習階段
3094,結,結尾,jiéwěi,git3 mei5,第二學習階段
3094,結,結束,jiéshù,git3 cuk1,第一學習階段
3094,結,結果,①jiēguǒ ②jiéguǒ,①git3 gwo2 ②git3 gwo2,第一學習階段
3094,結,結婚,jiéhūn,git3 fan1,第一學習階段
3094,結,結實,jiēshi,git3 sat6,第一學習階段
3094,結,結構,jiégòu,git3 kau3 / git3 gau3,第二學習階段
3094,結,結論,jiélùn,git3 leon6,第二學習階段
3094,結,勾結,gōujié,ngau1 git3,第二學習階段
3094,結,團結,tuɑ́njié,tyun4 git3,第一學習階段
3094,結,凝結,níngjié,jing4 git3,第二學習階段
3094,結,總結,zǒngjié,zung2 git3,第二學習階段
3095,絨,絨布,róngbù,jung4 bou3,第一學習階段
3096,絕,絕望,juéwɑ̀ng,zyut6 mong6,第二學習階段
3096,絕,絕對,juéduì,zyut6 deoi3,第二學習階段
3096,絕,拒絕,jùjué,keoi5 zyut6,第一學習階段
3096,絕,源源不絕,yuɑ́nyuɑ́n bù jué,jyun4 jyun4 bat1 zyut6,第二學習階段
3096,絕,滔滔不絕,tɑ̄otɑ̄o bù jué,tou1 tou1 bat1 zyut6,第一學習階段
3096,絕,隔絕,géjué,gaak3 zyut6,第二學習階段
3096,絕,斷絕,duɑ̀njué,dyun6 zyut6 [tyun5 zyut6],第二學習階段
3097,紫,紫羅蘭,zǐluólɑ́n,zi2 lo4 laan4,第一學習階段
3097,紫,洋紫荊,yɑ́ngzǐjīng,joeng4 zi2 ging1,第一學習階段
3098,絮,花絮,huɑ̄xù,faa1 seoi5,第二學習階段
3098,絮,柳絮,liǔxù,lau5 seoi5,第一學習階段
3099,絲,絲帶,sīdɑ̀i,si1 daai3,第一學習階段
3099,絲,絲毫,sīhɑ́o,si1 hou4,第二學習階段
3099,絲,絲綢,sīchóu,si1 cau4,第二學習階段
3099,絲,一絲不苟,yì sī bù gǒu,jat1 si1 bat1 gau2,第二學習階段
3099,絲,螺絲,luósī,lo4 si1,第一學習階段
3100,絡,網絡,wɑ̌ngluò,mong5 lok3,第二學習階段
3100,絡,聯絡,liɑ́nluò,lyun4 lok3,第二學習階段
3101,給,給予,jǐyǔ,kap1 jyu5,第二學習階段
3101,給,目不暇給,mù bù xiɑ́ jǐ,muk6 bat1 haa6 kap1,第二學習階段
3102,絢,絢麗,xuɑ̀nlì,hyun3 lai6,第二學習階段
3103,經,已經,yǐjīng,ji5 ging1,第一學習階段
3103,經,經已,jīngyǐ,ging1 ji5,第一學習階段
3103,經,經典,jīngdiɑ̌n,ging1 din2,第二學習階段
3103,經,經紀,jīngjì,ging1 gei2,第二學習階段
3103,經,經常,jīngchɑ́ng,ging1 soeng4,第一學習階段
3103,經,經理,jīnglǐ,ging1 lei5,第一學習階段
3103,經,經費,jīngfèi,ging1 fai3,第二學習階段
3103,經,經過,jīngguò,ging1 gwo3,第一學習階段
3103,經,經銷,jīngxiɑ̄o,ging1 siu1,第二學習階段
3103,經,經歷,jīnglì,ging1 lik6,第二學習階段
3103,經,經濟,jīngjì,ging1 zai3,第二學習階段
3103,經,經營,jīngyíng,ging1 jing4,第二學習階段
3103,經,經驗,jīngyɑ̀n,ging1 jim6,第一學習階段
3103,經,一本正經,yì běn zhèng jīng,jat1 bun2 zing3 ging1,第二學習階段
3103,經,神經,shénjīng,san4 ging1,第一學習階段
3103,經,財經,cɑ́ijīng,coi4 ging1,第二學習階段
3103,經,途經,tújīng,tou4 ging1,第一學習階段
3103,經,曾經,céngjīng,cang4 ging1,第一學習階段
3103,經,聖經,shèngjīng,sing3 ging1,第二學習階段
3108,綻,破綻,pòzhɑ̀n,po3 zaan6,第二學習階段
3110,綜,綜合,zōnghé,zung3 hap6 / zung1 hap6,第二學習階段
3110,綜,綜援,zōng yuɑ́n,zung3 wun4 / zung1 wun4 / zung3 jyun4 / zung1 jyun4,第二學習階段
3110,綜,錯綜複雜,cuòzōng fùzɑ́,cok3 zung1 fuk1 zaap6,第二學習階段
3112,綴,點綴,diɑ̌n•zhuì,dim2 zeoi6,第二學習階段
3114,緒,情緒,qíngxù,cing4 seoi5,第二學習階段
3115,綽,綽號,chuòhɑ̀o,coek3 hou6,第二學習階段
3116,網,網頁,wɑ̌ngyè,mong5 jip6,第二學習階段
3116,網,網站,wɑ̌ngzhɑ̀n,mong5 zaam6,第二學習階段
3116,網,網球,wɑ̌ngqiú,mong5 kau4,第一學習階段
3116,網,網絡,wɑ̌ngluò,mong5 lok3,第二學習階段
3116,網,網路,wɑ̌nglù,mong5 lou6,第二學習階段
3116,網,上網,shɑ̀ngwɑ̌ng,soeng5 mong5,第二學習階段
3116,網,互聯網,hùliɑ́nwɑ̌ng,wu6 lyun4 mong5,第二學習階段
3116,網,法網,fɑ̌wɑ̌ng,faat3 mong5,第二學習階段
3116,網,聯網,liɑ́nwɑ̌ng,lyun4 mong5,第二學習階段
3117,綱,大綱,dɑ̀gɑ̄ng,daai6 gong1,第二學習階段
3118,緊,緊急,jǐnjí,gan2 gap1,第一學習階段
3118,緊,緊密,jǐnmì,gan2 mat6,第二學習階段
3118,緊,緊張,jǐnzhɑ̄ng,gan2 zoeng1,第一學習階段
3118,緊,緊湊,jǐncòu,gan2 cau3,第二學習階段
3118,緊,緊貼,jǐntiē,gan2 tip3,第二學習階段
3118,緊,緊縮,jǐnsuō,gan2 suk1,第二學習階段
3118,緊,緊鑼密鼓,jǐn luó mì gǔ,gan2 lo4 mat6 gu2,第二學習階段
3118,緊,不要緊,búyɑ̀ojǐn,bat1 jiu3 gan2,第一學習階段
3118,緊,加緊,jiɑ̄jǐn,gaa1 gan2,第一學習階段
3118,緊,抓緊,zhuɑ̄jǐn,zaau2 gan2,第二學習階段
3118,緊,要緊,yɑ̀ojǐn,jiu3 gan2,第二學習階段
3118,緊,趕緊,gɑ̌njǐn,gon2 gan2,第一學習階段
3119,綠,綠化,lǜhuɑ̀,luk6 faa3,第二學習階段
3119,綠,綠卡,lǜkɑ̌,luk6 kaat1,第二學習階段
3119,綠,綠色,lǜsè,luk6 sik1,第一學習階段
3119,綠,綠豆,lǜdòu,luk6 dau6,第一學習階段
3119,綠,綠洲,lǜzhōu,luk6 zau1,第一學習階段
3119,綠,綠葉,lǜyè,luk6 jip6,第一學習階段
3119,綠,紅綠燈,hónglǜdēng,hung4 luk6 dang1,第一學習階段
3119,綠,碧綠,bìlǜ,bik1 luk6,第一學習階段
3119,綠,翠綠,cuìlǜ,ceoi3 luk6,第二學習階段
